date,AUD,CAD,CHF,EUR,GBP,JPY,NOK,NZD,SEK
2020-09-30,0.4434444300951975,0.5999741089571514,-0.4934627174156136,-0.49220870405739214,0.0,-0.5142561170617223,0.0,0.45650899948237916,0.0
2020-10-31,0.6340141775291562,0.0,-0.54388724155976,-0.5643772482629964,0.0,-0.5954949496634543,0.44121860890272213,0.6285266530543324,0.0
2020-11-30,0.0,0.6299708944365205,-0.4919955607980584,-0.5233315702922249,0.0,-0.5595650345779566,0.3801734849520693,0.5647477862796498,0.0
2020-12-31,0.0,0.520755097768212,-0.4762422526126456,-0.515272470407471,0.0,0.0,0.29320232671533913,0.4879047827334315,-0.310347484196866
2021-01-31,0.0,0.5679403922109976,-0.5123582005838225,-0.5408088589332539,0.0,0.0,0.32899665093637703,0.522892754907956,-0.36666273853825404
2021-02-28,0.0,0.5952860637037123,-0.5489475816516102,-0.5762706366777994,0.0,0.0,0.3806013838782767,0.5123141982385658,-0.36298342749114526
2021-03-31,0.0,0.7047569166008452,-0.6771919609433343,-0.6747162226706417,0.0,0.0,0.4792630009010306,0.5778535517516046,-0.40996528563950446
2021-04-30,0.0,0.6637102705464045,-0.4647067736843966,-0.5308428658651783,0.0,-0.6637000720153982,0.47236116938851364,0.5231782716300546,0.0
2021-05-31,0.0,0.6651849424061916,-0.5520182300087905,-0.6518490320595787,0.0,0.0,0.4834008023882993,0.514342011016854,-0.45906049374297586
2021-06-30,0.0,0.8885956905527188,-0.7838960500656984,-0.8667606237447713,0.8141901522756585,0.0,0.0,0.5186963962455674,-0.5708255652634755
2021-07-31,0.0,0.9003918596151052,-0.8639454848031279,-0.904390753147138,0.8643291561006806,0.0,0.0,0.5699083573555517,-0.5662931351210715
2021-08-31,0.0,0.743466963354251,-0.7209003551429957,-0.8463295650615724,0.8207075754250711,0.0,0.0,0.5516487626775932,-0.548593381252347
2021-09-30,0.0,0.7800449487357933,-0.5606166514824585,-0.7310321317396985,0.0,-0.7108742996477941,0.5367730210615435,0.6857051130726142,0.0
2021-10-31,0.0,0.762057600739365,-0.652413092507936,-0.7964823498072942,0.0,0.0,0.561176312627487,0.6679601333067215,-0.5422986043583433
2021-11-30,0.0,0.8123766430048525,-0.6919430088436233,-0.814895326133305,0.0,0.0,0.5613429536922397,0.6635111620297722,-0.5303924237499364
2021-12-31,0.0,0.6597845174299378,-0.581991989456807,-0.642191860438961,0.0,0.0,0.44556939656022576,0.544090714230923,-0.4252607783253184
2022-01-31,0.0,0.0,-0.5439388871370452,-0.5441137238515072,0.650607667902864,-0.5384535813537683,0.4123804500152859,0.5635180744241711,0.0
2022-02-28,0.0,0.0,-0.5914449383027631,-0.6187425610589946,0.644659104532407,0.0,0.39833083638113886,0.5686334565183961,-0.40143589807018426
2022-03-31,0.0,0.8503993572175875,-0.8290319277073952,-0.8090395310447356,0.0,0.0,0.5350863686103488,0.7405126104088259,-0.4879268774846314
2022-04-30,0.0,0.0,-0.6499849779005394,-0.5208938970642304,0.719010102371704,-0.6266269938522078,0.4520932401006895,0.6264025263445843,0.0
2022-05-31,0.0,0.6199912289407828,-0.6199890303408405,-0.4842434033448311,0.574586251885107,-0.4457377052291646,0.35539265808894616,0.0,0.0
2022-06-30,0.0,0.5294529762299026,-0.5034965821489292,-0.4245145121886422,0.42489643126319854,-0.39561073078073306,0.0,0.3692724176252034,0.0
2022-07-31,0.3613171203097266,0.522369345380466,-0.4350016267981751,-0.4822668350858044,0.0,-0.388635115784137,0.0,0.4222171119779241,0.0
2022-08-31,0.3880081076101982,0.5680011668134807,-0.4926216562718448,-0.4815127484106212,0.0,-0.4458601999422987,0.0,0.4639853302010859,0.0
2022-09-30,0.43723249341032383,0.6269685061355345,-0.5611252261955139,-0.554629343411559,0.0,-0.4516553408487323,0.0,0.5032089109099472,0.0
2022-10-31,0.0,0.6718031148636564,-0.6351766004779588,-0.5472085113806953,0.0,-0.49709248080280705,0.47621583312869004,0.5314586446691143,0.0
2022-11-30,0.0,0.5446379706717415,-0.49658524426986245,-0.41045698410661124,0.3974543435771998,-0.45453184679771647,0.0,0.41948176092524914,0.0
2022-12-31,0.0,0.5358495771487677,-0.46419668324598845,-0.4419876772129087,0.0,-0.4334183319363844,0.3754320091747836,0.42832110607173024,0.0
2023-01-31,0.0,0.6523206457048122,-0.6167530982085269,-0.6223414677467565,0.4650018065162492,-0.3916852170612483,0.0,0.51345733079547,0.0
2023-02-28,0.0,0.6159054944569832,-0.5831252569710966,-0.6159044883137565,0.4675301482781352,-0.34072368956933896,0.0,0.4563177921190736,0.0
2023-03-31,0.0,0.7294349152592446,-0.7061556426603876,-0.7294330603689728,0.5755711067626302,-0.38798987147634956,0.0,0.5185725524838348,0.0
2023-04-30,0.0,0.767317331004732,-0.7448943856256119,0.0,0.602038685000545,-0.5968010217901112,0.0,0.5489140908898787,-0.5765746994794323
2023-05-31,0.0,0.7637498671904429,-0.6433227256411065,-0.7128689230465282,0.608448932770174,-0.5531622988571495,0.0,0.5371551475841674,0.0
